id|answer_index|anwer|alternate_answer|answer_value|answer_value_type|answer_description|answer_image|image_source|image_source_url|answer_dimensions|quiz_id|active
979|78|Addis Ababa||5227794|number|Addis Ababa - Ethiopia|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/05d63277-506c-4c0d-43c8-f148c1b71d00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:%E1%88%9D%E1%89%8537382&action=edit&redlink=1|cover|43|1
980|79|Melbourne||5150766|number|Melbourne - Australia|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c2d184a5-a31d-4535-8922-d43e0b223d00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Melbpal&action=edit&redlink=1|cover|43|1
981|80|Nairobi||5118844|number|Nairobi - Kenya|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b831d86a-43d4-4bf5-198c-2820f6c9e100/public|Wikimedia Commons|https://commons.wikimedia.org/wiki/Main_Page|cover|43|1
982|81|Hanoi||5067352|number|Hanoi - Vietnam|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4506e9e3-1820-4085-12e1-ed321f3f3500/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:NKSTTSSHNVN|cover|43|1
983|82|Sydney||5056571|number|Sydney - Australia|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f29b21c7-e6fa-4a6a-1914-d6c791f7d100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Benh|cover|43|1
984|83|Monterrey||5036535|number|Monterrey - Mexico|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8f2995d0-8267-4620-4b07-35e697a7e700/public|Daniel Escobedo|Daniel Escobedo|cover|43|1
985|84|Changsha||4809887|number|Changsha - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9018c527-f605-49f5-d5be-d10121499200/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Calton|cover|43|1
986|85|Brasilia||4803877|number|Brasilia - Brazil|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/92c06115-5d89-4aa4-fd13-3420ba53a800/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Arturdiasr&action=edit&redlink=1|cover|43|1
987|86|Cape Town||4800954|number|Cape Town - South Africa|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7545d44b-efd3-42a3-24c7-5ed955016700/public|HPBotha|HPBotha|cover|43|1
988|87|Jiddah||4780740|number|Jiddah - Saudi Arabia|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e5e4c39f-0860-4f95-4a9d-2cf7954c0500/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Tahir_mq|cover|43|1
989|88|Urumqi||4710203|number|Urumqi - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7c31807b-869a-4960-3f9c-8d8c1de36b00/public|Flickr|https://www.flickr.com/people/43423301@N07|cover|43|1
990|89|Kunming||4657381|number|Kunming - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/816da627-788f-403e-7d20-7d39de260000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Mx._Granger|cover|43|1
991|90|Changchun||4616002|number|Changchun - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7ad43ed7-9d17-4f3e-515a-38d04e647400/public|Web Archive|https://web.archive.org/web/20161030070734/http://www.panoramio.com/user/4409275?with_photo_id=95100163|cover|43|1
992|91|Hefei||4496456|number|Hefei - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/cca11217-c0a6-404d-0133-8f69fcb3e000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:%E9%92%89%E9%92%89|cover|43|1
993|92|Shantou||4490411|number|Shantou - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/873b935c-2b5d-4896-26d3-49ae91b08700/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Sgnpkd&action=edit&redlink=1|cover|43|1
994|93|Xinbei||4470672|number|Xinbei - Taiwan|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a8ea1dd6-ba3b-481b-b0b2-8f17c399d900/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Heeheemalu&action=edit&redlink=1|cover|43|1
995|94|Kabul||4457882|number|Kabul - Afghanistan|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0ab9ded3-0e4a-43a8-967c-78c069fc6900/public|Sven Dirks, Wien|Sven Dirks, Wien|cover|43|1
996|95|Ningbo||4405292|number|Ningbo - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/05edd5df-6bb3-4731-618e-1e4d52e02700/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Milkom%C3%A8de|cover|43|1
997|96|Tel Aviv||4343584|number|Tel Aviv - Israel|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a026f583-8cbf-4402-f54d-caf38b009f00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Rastaman3000|cover|43|1
998|97|Yaounde||4336670|number|Yaounde - Cameroon|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/522d645c-609e-43ac-58ff-5250dacc4700/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Eavebe&action=edit&redlink=1|cover|43|1
999|98|Rome||4297877|number|Rome - Italy|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4aa7399c-a2c4-48b6-6d7e-af179a0c2e00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Argenberg|cover|43|1
1000|99|Shijiazhuang||4285135|number|Shijiazhuang - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5ebafd2d-ae97-41c3-30ac-dc312fa9cb00/public|Wiki Commons|https://commons.wikimedia.org/wiki/File:Farviewshijiazhuang.jpg|cover|43|1
1001|100|Montreal||4276526|number|Montreal - Canada|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c8b018ac-02f6-451f-6836-9ccd5833fd00/public|S. Lacasse|S. Lacasse|cover|43|1
1002|101|Recife||4220458|number|Recife - Brazil|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7653a059-07ce-4b69-7d9b-aff186720d00/public|Cope 2014|http://www.copa2014.gov.br/pt-br|cover|43|1
1003|102|Kano||4219209|number|Kano - Nigeria|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/854bbdb1-fae1-43cb-1d6b-a6ae7c7e3b00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Anasskoko|cover|43|1
1004|103|Porto Alegre||4185488|number|Porto Alegre - Brazil|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4c0fa1d4-df5a-4e9d-6ba0-39f998a72100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:TimBray|cover|43|1
1005|104|Fortaleza||4163953|number|Fortaleza - Brazil|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/92204e80-6250-44d9-3782-2968f2eed900/public|ME/Portal da Copa|ME/Portal da Copa|cover|43|1
1006|105|Jaipur||4106756|number|Jaipur - India|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3845a1e8-787e-4827-9934-9e40742ac200/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Virusism|cover|43|1
1007|106|Nanning||4085697|number|Nanning - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0357a13c-df15-45d6-d6a7-77c69578b300/public|Wikipedia|https://en.wikipedia.org/wiki/User:Saigon_punkid|cover|43|1
1008|107|Medellin||4067758|number|Medellin - Colombia|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fa0c6f4a-4c44-4088-9d1e-03a7e564af00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:JoranL&action=edit&redlink=1|cover|43|1
1009|108|Taiyuan Shanxi||4061003|number|Taiyuan Shanxi - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6c04832b-d9c7-4afc-e324-a68735195600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Zhangzhugang|cover|43|1
1010|109|Ekurhuleni||4044660|number|Ekurhuleni - South Africa|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/cdc11077-8192-49f5-cd7c-6e24c0880400/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:PretoriaTravel&action=edit&redlink=1|cover|43|1
1011|110|Douala||3926645|number|Douala - Cameroon|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/45182a8e-09c8-4f87-e619-7ce954088000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:J.NicolasKondaYansa&action=edit&redlink=1|cover|43|1
1012|111|Kozhikode||3920873|number|Kozhikode - India|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0c17c0f7-5dbf-4097-f763-8811d4a02f00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Nmkuttiady|cover|43|1
1013|112|Salvador||3920132|number|Salvador - Brazil|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2e61c12b-765a-4ad9-e52a-97d213fc0f00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Lalfa00&action=edit&redlink=1|cover|43|1
1014|113|Los Angeles||3919973|number|Los Angeles - United States|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0203becf-438f-48ec-a2d7-97d41baf9100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Jjron|cover|43|1
1015|114|Changzhou||3869213|number|Changzhou - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7cac23b4-1cb9-4527-153b-1cf945fa0000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Jakubhal|cover|43|1
1016|115|Xiamen||3862882|number|Xiamen - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8ebe414b-b3a8-4d25-d3d2-75258a278700/public|2016 Lofter|http://snjjj2016.lofter.com/post/1e290f34_1c6beac46|cover|43|1
1017|116|Lucknow||3854224|number|Lucknow - India|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/78cf52d7-05c9-403a-738f-49a97902a000/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Libreravi|cover|43|1
1018|117|Fuzhou Fujian||3843753|number|Fuzhou Fujian - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2b90aa0f-a1c6-41b2-292d-e904cafa3100/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Listwiseafford&action=edit&redlink=1|cover|43|1
1019|118|Casablanca||3840396|number|Casablanca - Morocco|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f054764e-c659-48d6-ddb9-b97330812600/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Errammani_abderrazak&action=edit&redlink=1|cover|43|1
1020|119|Wenzhou||3824561|number|Wenzhou - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9d95d4d9-73a1-4b90-c633-679628bd1700/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Pascal3012|cover|43|1
1021|120|Nanchang||3817888|number|Nanchang - China|https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e0326e0e-8d5f-4a40-61f9-47c3ce291900/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Pascal3012|cover|43|1
1022|1|China||1394016000|1394016000||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4aff06a6-bb6c-41b6-775b-c378b5525100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Severin.stalder|cover|44|1
1023|2|India||1326093184|1326093184||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0eda7c22-245b-435f-e0e9-6ad36da80e00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Yann|cover|44|1
1024|3|United States||332639104|332639104||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f786f665-e608-4fb4-bbdb-8343416aba00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:RichN|cover|44|1
1025|4|Indonesia||267026368|267026368||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ee11edb0-aae1-4abb-160c-f6f3729d2200/public|Flickr|https://www.flickr.com/people/48302541@N08|cover|44|1
1026|5|Pakistan||233500640|233500640||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/44cd3456-18c7-4c1c-e41d-ccd7ca37a700/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Rohaan_Bhatti|cover|44|1
1027|6|Nigeria||214028304|214028304||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/08c9ee48-cdc5-4fed-4aa3-2a1ab6158e00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Jesu-loba|cover|44|1
1028|7|Brazil||211715968|211715968||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b6694302-49c3-4624-5ed6-fd69473b8900/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Rafael_Rabello_de_Barros&action=edit&redlink=1|cover|44|1
1029|8|Bangladesh||162650848|162650848||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7ab15cfa-d8ea-4ae9-94c0-e5382072ee00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Ashef_Emran&action=edit&redlink=1|cover|44|1
1030|9|Russia||141722208|141722208||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/52d455f4-deab-4864-3df5-79991cc4d900/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Alvesgaspar|cover|44|1
1031|10|Mexico||128649568|128649568||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1f66f8fa-eb7f-4621-6430-8c3b9d798800/public|Flickr|https://www.flickr.com/people/140660272@N07|cover|44|1
1032|11|Japan||125507472|125507472||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a97c2317-8d6a-425d-d1b1-5ef6d72d6200/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Alpsdake|cover|44|1
1033|12|Philippines||109180816|109180816||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8718f629-9057-4d37-8a27-baf29a4a4600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Argenberg|cover|44|1
1034|13|Ethiopia||108113152|108113152||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8454785d-6e88-4e9a-46c4-3ce53b498000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Tewodros_Kassa&action=edit&redlink=1|cover|44|1
1035|14|Egypt||104124440|104124440||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/27aade8c-3d41-4c3a-84f7-cc4b07becb00/public|Wikipedia|https://en.wikipedia.org/wiki/User:Robster1983|cover|44|1
1036|15|Congo, Democratic Republic of the||101780264|101780264||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f998f8e9-8532-4fbb-8aec-20d090ede600/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:PiotrMig&action=edit&redlink=1|cover|44|1
1037|16|Vietnam||98721272|98721272||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/046b0589-61ff-4de8-4b5c-e9848374d800/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Ravn&action=edit&redlink=1|cover|44|1
1038|17|Iran||84923312|84923312||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/695a866f-1afd-4efd-4191-67635a3b9800/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Telluride|cover|44|1
1039|18|Turkey||82017512|82017512||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9c3ceb29-7460-4e71-db02-459f8fd14d00/public|Flickr|https://www.flickr.com/people/22490717@N02|cover|44|1
1040|19|Germany||80159664|80159664||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9b1df735-3d83-431b-b94e-d30511f65300/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Der_Wolf_im_Wald|cover|44|1
1041|20|Thailand||68977400|68977400||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a7bc7018-7cb8-479a-62e5-6c762668e800/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Cccefalon|cover|44|1
1042|21|France||67848160|67848160||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/132e5e1a-5a73-410c-dc48-836fb64adb00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Taxiarchos228|cover|44|1
1043|22|United Kingdom||65761116|65761116||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4010029c-cb27-417a-bcde-65c26d6ac300/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Diliff|cover|44|1
1044|23|Italy||62402660|62402660||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fcf31988-30c8-4726-045c-8cd64c0b5f00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:FeaturedPics|cover|44|1
1045|24|Tanzania||58552844|58552844||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/62116f2b-e5c7-4ef7-07a3-dc657e4a2700/public|Flickr|https://www.flickr.com/people/25529311@N03|cover|44|1
1046|25|Myanmar||56590072|56590072||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d60c67a7-5afc-4928-cfd0-4c8f4a49ce00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Jmhullot|cover|44|1
1047|26|South Africa||56463616|56463616||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/104c65c0-a633-414d-3451-024552468900/public|HPBotha|HPBotha|cover|44|1
1048|27|Kenya||53527936|53527936||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5b99da50-8069-4561-b3ff-444931172800/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Loisa_Kitakaya&action=edit&redlink=1|cover|44|1
1049|28|Korea, South||51835112|51835112||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c6433238-8f3d-4d33-9fb0-2a81add18200/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Gapo|cover|44|1
1050|29|Spain||50015792|50015792||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/66a5dd27-e0c6-4f32-39b3-d6488bcb2a00/public|Fernando Bringas Camino|Fernando Bringas Camino|cover|44|1
1051|30|Colombia||49084840|49084840||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d6ec963f-9afa-4643-c40e-52531ecffd00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Pedro_Felipe|cover|44|1
1052|31|Sudan||45561556|45561556||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d5a4ac34-8a3b-4e4c-31c7-41477718a600/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Aamirco&action=edit&redlink=1|cover|44|1
1053|32|Argentina||45479120|45479120||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2e4826e7-93bf-494b-5924-cbd70cd57e00/public|Flickr|https://www.flickr.com/people/49699516@N06|cover|44|1
1054|33|Ukraine||43922940|43922940||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/85d4cb6b-0871-42b8-d235-78e78ca11600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:R_naumov|cover|44|1
1055|34|Uganda||43252968|43252968||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/80bd0d03-b777-4e27-1bab-ba2d4375e600/public|Wikipedia|https://de.wikipedia.org/wiki/Benutzer:Frank_Dickert|cover|44|1
1056|35|Algeria||42972880|42972880||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/30428b6a-cec0-476c-2eac-b389ea722700/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Ryan_rayane_2002002&action=edit&redlink=1|cover|44|1
1057|36|Iraq||38872656|38872656||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c8caa29c-33da-4cc3-fa4f-d5103ff21f00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:MohammadHuzam|cover|44|1
1058|37|Poland||38282324|38282324||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/726367cb-51cf-4eac-25d9-25a785aa4100/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Andrzej_O|cover|44|1
1059|38|Canada||37694084|37694084||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/caacdf3f-1165-427d-926a-c4681500e300/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:David_G._Gordon&action=edit&redlink=1|cover|44|1
1060|39|Afghanistan||36643816|36643816||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/600be0ea-43f0-406e-4ea2-f372717f7800/public|Sven Dirks, Wien|Sven Dirks, Wien|cover|44|1
1061|40|Morocco||35561656|35561656||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4793c537-f681-49b5-0731-2d822bdfcd00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Errammani_abderrazak&action=edit&redlink=1|cover|44|1
1062|41|Saudi Arabia||34173496|34173496||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/901d8415-4ec7-4fe9-91ad-4d53860c1700/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:B.alotaby&action=edit&redlink=1|cover|44|1
1063|42|Malaysia||32652084|32652084||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fe5eae26-f435-46ac-184d-1381896cb000/public|Nail Fadll|Nail Fadll|cover|44|1
1064|43|Angola||32522340|32522340||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1a4b1346-363d-4ddd-c664-ffaa8892fb00/public|Flickr|https://www.flickr.com/people/79721788@N00|cover|44|1
1065|44|Peru||31914988|31914988||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/93413d81-5d85-40e0-f88f-4fa02bae8b00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Mira4espina78y&action=edit&redlink=1|cover|44|1
1066|45|Uzbekistan||30565412|30565412||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6ae2058f-c724-49f8-73fe-bf529f54cb00/public|See.news|https://see.news/regional-policy-of-uzbekistan-symbol-of-renewal-central/|cover|44|1
1067|46|Nepal||30327876|30327876||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8d64b881-ce5c-4c71-c19c-93afb9249d00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Lucag|cover|44|1
1068|47|Mozambique||30098196|30098196||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8b1f4a8e-3cc1-4d90-4b72-2ec88c8e7600/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Cyr~commonswiki|cover|44|1
1069|48|Yemen||29884404|29884404||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f69f30c5-f3ec-40aa-7f59-cd0d25c61000/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Grmpf&action=edit&redlink=1|cover|44|1
1070|49|Ghana||29340248|29340248||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d6d0fcb7-8f95-4ef4-0490-b944562d6100/public|Wikipedia|https://en.wikipedia.org/wiki/Accra|cover|44|1
1071|50|Venezuela||28644604|28644604||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e1148d86-8a65-4d6d-2978-e5d3fd5b7a00/public|Global Compliance News|https://www.globalcompliancenews.com/category/latin-america/venezuela/|cover|44|1
1072|51|Cameroon||27744988|27744988||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/365929f3-aff0-4dfa-ee0b-a4c3d0570d00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Eavebe&action=edit&redlink=1|cover|44|1
1073|52|Cote d'Ivoire||27481086|27481086||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/03f6ca86-6cce-4f14-23d8-03b467980900/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Abdallahh&action=edit&redlink=1|cover|44|1
1074|53|Madagascar||26955736|26955736||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d0dcb29f-0de5-414d-14b9-251aaf5f0a00/public|Nationsonline|https://www.nationsonline.org/oneworld/madagascar.htm|cover|44|1
1075|54|North Korea||25643466|25643466||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2e29a2cf-6555-4aa7-d53a-3cc9c7844800/public|Euractiv|https://www.euractiv.com/section/enlargement/opinion/north-korean-volunteers-to-fight-in-ukraine/|cover|44|1
